number,contents
153820,행정 처분 취소 취소 형성력 당연히 저 3 미치 ㄴ다 하 ㄹ 것 다 < br / > 
118342,신수 용 가가 구수 용 가의 체납 전기 요금 책무 당연히 승계 하 는지 ( ) < br / > 
195329,"[ 1 ] 대항력 우선 변제 권 있 주택 임차인 임대차 종료 되 어야 우선 변제 받 있 는지 ( ) < br / > [ 2 ] 대항력 갖추 ㄴ 주택 임차인 당하 어 임차 주택 경락 받 아 소유권 취득 하 ㄴ , 임대 차 종료 ( ) < br / > "
146043,언론 피해자 정정 보도 청구권 언론사 재 반론 권 허용 < br / > 
165454,"[ 1 ] 구 조선 수리 조합 령 따르 아 설립 되 ㄴ 수리 조합 관개 시설 설치 목적 사인 에게서 토지 매수 하 면서 작성 하 ㄴ ‘ 용지 매수 비 조사부 ( 用地買收費調査簿 ) ’ 어떤 사람 매도인 기재 되 어 있 , 이르 ㄹ 다른 사정 종합 하 여 권리 귀속 변동 ㄴ 사실 자료 삼 있 는지 ( ) < br / > [ 2 ] 구 조선 수리 조합 령 따르 아 설립 되 ㄴ 甲 수리 조합 관개 시설 설치 사업 시행 하 기 위하 여 지적 원도 乙 등 증조부 ㄴ 丙 성명 기재 되 어 있 수십 필지 토지 매수 하 면서 중 3 필지 토지 각 토지 일부 만 매수 하 였 음에도 전부 관하 ㄴ 보존 등기 하 였 는데 , 용지 매수 비 조사부 3 필지 토지 중 甲 수리 조합 매수 하 ㄴ 부분 소유자 丙 아니 ㄴ 丁 등 기재 되 어 있 , 3 필지 토지 중 甲 수리 조합 매수 하 지 않 부분 소유자 丙 보 아 乙 등 이르 ㄹ 상속 하 였 다고 보 ㄴ 법리 오해 등 위법 있 다고 하 ㄴ < br / > "
107458,아 . 부동산 소유권 이전 등기 구하 소 전소 확정 당사자 원인 동일 하 고 취지 중 등기 원인 일자 실제 같 으나 오 기로 달라지 ㄴ 확정 기판력 소 미치 는지 ( ) < br / > 나 아 . 기판력 존 부와 직권 조사 사항 < br / > 
190026,"아 . 163 저 3 호 소 정의 “ 도급 받 자의 공사 관하 ㄴ 채권 ” 범위 < br / > 나 아 . ‘ ’ 항 채권 약정금 하 , 단기 소멸 시효 규정 적용 배제 하 ㄹ 있 는지 < br / > 다 . 하도급 공사 시행 중 폭우 침수 되 ㄴ 지하 공사장 붕괴 되 ㄴ 토류 벽 관하 ㄴ 복구 공사 대금 채권 ‘ ’ 항 소 정의 채권 보 ㄴ < br / > "
150679,보관 중인 고공품 결손 수량 ㄴ 손해액 계산 있 어 초과 부 분의 환산 액 공제 하 지 아니하 ㄴ 실례 < br / > 
74682,원고 하 지 아니하 ㄴ 상환 하 어야 하 < br / > 
145935,"중 재판 정이 의하 어 취소 되 ㄴ , 분쟁 해결 다시 중재 절차 의하 어 하 ㄹ 있 는지 ( ) < br / > "
120704,"[ 1 ] 신고 납부 하 ㄴ 세금 부당 이득 되 기 위하 ㄴ < br / > [ 2 ] 법인 토지 취득 구 지방 세법 110 저 4 호 본문 규정 의하 여 취득세 비 과세 되 하 , 법인 취득세 신고 행위 당연 무효 ㄴ지 ( ) < br / > "
71905,농림부 장관 토지 사용 목적 변경 결정 취소 되 ㄴ 농 지수 분배 권 < br / > 
106509,아 . 등기 추정 력 번복 하 ㄹ 증거 취사 있 어서 경험칙 위배 등 채 증 법칙 위반 하 ㄴ 잘못 있 다고 하여 파기 하 ㄴ < br / > 나 아 . 변론 주의 원칙 위배 되 ㄴ다고 하여 파기 하 ㄴ < br / > 
175113,"[ 1 ] 우리 법상 유명인 성명 이나 초상 · 서명 등 갖 재산 적 가치 독점적 · 배타적 지배 하 권리 푸 어 블 ㄹ 리 시티 권 ( Right of Publicity ) 하 ㄹ 있 는지 ( ) < br / > [ 2 ] 연 예인 등 자기 성명 초상 권한 없이 사용 되 ㅁ 으로써 정신적 고통 입 었 다는 이유 손해 배상 하 기 위하 ㄴ < br / > [ 3 ] 연예인 활동 하 甲 등 인터넷 포털 사이트 운영 하 乙 주식회사 제공 하 키워드 검색 광고 서비스 통하 여 광고주 甲 등 성명 상품명 등 조합 하 ㄴ 문구 키워드 이용 하 ㅁ 으로써 甲 등 푸 어 블 ㄹ 리 시티 권 성명권 침해 되 었 다는 이유 乙 회사 상대 손해 배상 등 구하 ㄴ , 푸 어 블 ㄹ 리 시티 권 하 ㄹ 없 고 , 키워드 검색 광고 통하 여 甲 등 성명권 침해 되 었 다 거나 키워드 검색 광고 부정 경쟁 방지 영업 비밀 보호 관하 ㄴ 법률 2 저 1 호 ( 차 ) 목 부정 경쟁 행위 하 ㄴ다고 보 ㄹ 없다 고 하 ㄴ < br / > "
118347,지 입 차량 운행 위하 여 하 ㄴ 저 3 거래 있 어서 지 입 차주 만이 채무 부담 하 기로 하 특약 있 었 다고 보 ㄴ < br / > 
75932,통행 지역권 내지 통행권 있 것 하 기 위하 ㄴ 전제 조건 < br / > 
64766,"법인 정관 이사 사임 절차 나 사임 의사 표시 발생 시기 등 관하 여 특별 하 ㄴ 규정 두 ㄴ , 사임 의사 표시 하 ㄴ 이사 정관 따르 ㄴ 사임 발생 하 기 사 아 임의 사르 ㄹ 철회 하 ㄹ 있 는지 ( ) < br / > "
197013,"퇴직 사원 영업 비밀 침해 행위 여 회사 와의 사이 침해 행위 중지 위반 시 손해 배상 약정금 정하 ㄴ 합의 이루어지 ㄴ , 합의서 해석 퇴직 사원 ㄴ 경업 금지 의무 하 ㄴ 것 직업 선택 자유 보장 하 ㄴ 헌법 규정 위반 되 지 않 는다고 보 ㄴ < br / > "
95192,아 . 구 관습 세법 절 가가 되 ㄴ 조상 제사 분묘 수호 권의 상속 < br / > 나 아 . 공유자 공유물 ㄴ 관계 부당 이득 반환 의무 성질 < br / > 
208658,서울특별시 예규 위배 하 여 호별세 등급 15 등 이상 아니 ㄴ 자가 신원 보증 계약 < br / > 
74123,고속도로 추월 하 차량 주의 의무 < br / > 
114652,"[ 1 ] 학교 법인 국가 지방 자치 단체 ㄴ 보조금 교부 채권 압류 금지 채권 ㄴ지 ( ) < br / > [ 2 ] 압류 금지 채권 목적물 채무자 예금 계좌 입금 되 ㄴ , 예금 채권 여도 압류 금지 효과 미치 는지 ( ) < br / > [ 3 ] 압류 금지 채권 목적물 채무자 예금 계좌 입금 되 ㄴ 채무자 보호 < br / > [ 4 ] 사립학교법 29 법적 성질 ( 단속 규정 ) 학교 법인 ㄴ 채무 명의 로써 교비 회계 속하 재산 여 하 ㄴ 강제 집행 적부 ( ) < br / > "
104488,변 하 ㄴ 만 연기 위하 ㄴ 신규 대출 형식 의하 ㄴ 대환 신용 보증 기금 신용 보증 약관 4 저 2 항 하 는지 < br / > 
191201,"[ 1 ] 건설 산업 기본법 의하 ㄴ 하도급 대금 지급 채무 보증 계약 성질 주 계약 이행기 보증 기간 이후 연기 하 여 주 ㄴ , 조합원 변경 되 ㄴ 주 계약 이행기 일 이행 하 지 않 것 보증금 지급 사유 하 는지 ( ) < br / > [ 2 ] 채권 자가 기존 채무 변 보다 후의 일자 만기 어음 교부 받 , 지급 유예 의사 표시 있 것 보 ㄹ 것 ㄴ지 ( ) < br / > "
206971,스 어 증 내용 반하 원고 친동생 증언 증명력 < br / > 
161140,"甲 乙 보험 회사 자신 피 보험자 하 고 보험 수익자 피 보험자 ‘ 사망 시 ’ 어머니 ㄴ 丙 , ‘ 입원 · 상해 시 ’ 甲 자신 지정 하 여 주 계약 9 개 특약 구성 되 ㄴ 종신 보험 계약 체결 하 고 보험료 미납 하 , 乙 회사 甲 만 ‘ 납입 최고 기간 까지 보험료 납입 하 지 않 으면 보험 계약 해지 되 ㄴ다 ’ 늘 ㄴ 내용 최고 서 발송 하 였 는데 , 납입 최고 기간 까지 보험료 납입 하 지 않 甲 오토바이 운전 중 교통사고 당하 여 장해 입 , 주 계약 특약 별로 상법 639 , 저 650 저 3 항 ‘ 타인 위하 ㄴ 보험 ’ 하 는지 하 ㄴ 다음 甲 丙 보험금 모두 배척 하 ㄴ < br / > "
208744,"[ 1 ] 임 차인 임대인 권리금 회수 방해 인하 ㄴ 손해 배상 구하 기 위하 어서 임차인 신규 임차인 되 려는 주선 하 였 어야 하 는지 ( 원칙적 ) / 임대인 정 당하 ㄴ 사유 없이 임차인 주선 하 ㄹ 신규 임차인 되 려는 임대차 계약 체결 하 ㄹ 의사 없 음 확정적 표시 하 ㄴ , 임차인 실제 신규 임차인 주선 하 지 않 았 더라도 임대인 권리금 회수 방해 인하 ㄴ 손해 배상 하 ㄹ 있 는지 ( ) 임대인 같 의사 표시 하 였 는지 하 기준 < br / > [ 2 ] 상가 임차인 ㄴ 甲 임대차 기간 만료 임대인 ㄴ 乙 甲 주선 하 신규 임차인 임대차 계약 체결 하 여 주 ㄹ 것 요청 하 였 으나 , 乙 상가 인도 받 직접 사용 하 ㄹ 계획 라고 답변 하 였 고 , 이에 甲 신규 임차인 물색 중단 하 고 임대차 기간 만료일 乙 상가 인도 하 ㄴ 乙 상대 권리금 회수 방해 인하 ㄴ 손해 배상 구하 ㄴ , 乙 甲 신규 임차인 주선 거절 하 의사 명백히 표시 하 였 으므로 甲 실제 신규 임차인 주선 하 지 않 았 더라도 임대인 권리금 회수 기회 보호 의무 위반 이유 乙 손해 배상 하 ㄹ 있 다고 보 아야 하 는데 , 달리 보 ㄴ 법리 오해 잘못 있 다고 하 ㄴ < br / > "
227707,"[ 1 ] 보증 신용장 의하 ㄴ 보증 / 보증 신용장 따르 ㄴ 지급 의무 오로지 보증 신용장 조건 따르 아 결정 되 는지 ( ) 보증 신용장 지급 조건 기재 되 어 있 으나 관하 ㄴ 서류 제출 하 도록 정해지 어 있 지 않 , 조건 지급 적법 보 ㄹ 있 는지 ( 원칙적 ) < br / > [ 2 ] 보증 신용장 의하 ㄴ 보증 보증 은행 등 ㄴ 수익자 보증금 권리 남용 하 ㄴ다고 하 기 위하 ㄴ < br / > "
194535,"[ 1 ] 계속적 수입 채권 여 압류 경합 되 ㄴ 각 압류 미치 범위 < br / > [ 2 ] 채권 압류 경합 되 ㄴ 상태 저 3 채무 자가 정당 하 ㄴ 추심 권 대한 변제 , 집행 공탁 , 상계 기타 사유 압류 채권 소멸 시키 ㄴ 미치 채권자 범위 < br / > [ 3 ] 채권 압류 처분 금지 상대성 < br / > [ 4 ] 선정 당사자 권한 개개 행위 하 ㅁ 있 어서 서 ㄴ 정자 개별적 ㄴ 동의 필요 하 ㄴ 지 ( ) < br / > "
114568,"[ 1 ] 다투 고 있 결의 의하 여 선임 되 ㄴ 이사 해임 사임 하 ㄴ , 이사 선임 결의 무효 확인 소 이익 유무 ( ) < br / > [ 2 ] 임기 만료 되 ㄴ 법인 이사 후임 이사 선 임시 까지 업무 수행권 ( 한정 ) < br / > [ 3 ] 임기 만료 되 ㄴ 이사 업무 수행권 되 ㄴ다고 하 여 여전히 이사 로서 지위 되 는지 ( ) < br / > "
215551,"금전 채무 불이행 손해 배상액 약정 이율 법정 이율 보다 낮 , 법정 이율 의하 여 지연 손해금 정하 어야 하 는지 ( ) < br / > "
120969,"[ 1 ] 선원 적응 하 ㄹ 있 도록 선상 상황 적절 하 게 형성 · 유지 하 ㄹ 의무 선장 등 있 는지 ( ) < br / > [ 2 ] 초보 선원 사회 통념 현저히 부적절하 게 형성 · 유지 되 선상 생활 벗어나 고자 한겨울 새벽 구명 만 착용 하 ㄴ 채 바다 뛰 어 듣 어 사망 하 ㄴ , 선장 등 선상 상황 적절 하 게 형성 · 유지 하 지 못하 ㄴ 불법 행위 사망 사이 상당 인과 관계 하 ㄹ 없 으나 , 선장 등 불법 행위 인하 여 망인 해상 탈출 시도 하 ㄹ 마음 먹 데 여 위자료 지급 하 ㄹ 의무 있 다고 하 ㄴ . < br / > "
200232,아 . 근로 기준법 94 소정 취업 규칙 < br / > 나 아 . 해외 연수 근로자 해외 연수 비용 상환 의무 면제 기간 근로자 유리 하 게 개정 되 ㄴ 인사 규정 따르 아 단축 되 는지 < br / > 
153155,"정부 추진 하 ‘ 공공 기관 선진화 ’ 정책 따르 아 주무 부처 부터 3 ∼ 4 년 걸치 어 단계적 인원 감축 하 라는 취지 지침 통보 받 공사 통보 받 해 총 정원 감축 하 내용 직제 규정 개정 하 ㄴ 희망자 대상 전직 명예퇴직 , 희망 퇴직 실시 하 여 목표 하 였 더 ㄴ 인원 대부분 감축 하 고 목표 미달 하 나머지 인원 근무 성적 , 피 부양자 등 따르 아 선정 하 여 직권 면직 하 ㄴ , 직권 면직 성질 정리 해고 하 는데 , 정리 해고 긴박 하 ㄴ 경영 필요 의하 ㄴ 것 라 걸 나 해고 회피 하 기 위하 ㄴ 노력 다하 였 다고 보 ㄹ 없 어 무효 라고 하 ㄴ < br / > "
72070,절차 추완 기일 지정 신청 < br / > 
81197,영구 임대 주택 관하 ㄴ 임대차 계약 해지 갱신 거절 있 어서 입주자 ㄴ 무 주택 세대 주의 관하 ㄴ < br / > 
160684,"[ 1 ] 사용자 부당 하 ㄴ 해고 처분 무효 거나 취소 되 ㄴ , 근로 자가 지급 하 ㄹ 있 임금 범위 < br / > [ 2 ] 근로자 부당 해고 기간 중 지급 받 지 못하 ㄴ 개근 표창 등 지급 구하 ㄴ , 표창 근로자 계속 근로 하 었 받 있 임금 포함 되 ㄴ다고 보 아야 하 ㅁ에도 , 달리 보 ㄴ 법리 오해 위법 있 다고 하 ㄴ < br / > [ 3 ] 사용자 부당 노동 행위 해고 당하 ㄴ 근로 자가 구 근로 기준법 33 등 관계 법령 따르 ㄴ 구제 신청 하 ㄴ 이에 관 하 ㄴ 행정 권리 관계 다투 것 소멸 시효 중단 사유 ㄴ ‘ 재 판상 ’ 하 는지 ( ) < br / > [ 4 ] 甲 주식회사 근로자 乙 등 부당 해고 기간 중 지급 받 지 못하 ㄴ 임금 지급 구하 ㄴ , 乙 등 부당 노동 행위 구제 신청 하 ㄴ 이에 관 하 ㄴ 행정 보조 참가 하여 甲 회사 주장 다투 면서 자신 권리 주장 하 였 으므로 , 乙 등 부당 해고 기간 동안 임금 지급 청구권 소멸 시효 행정 관련 하 ㄴ ‘ 재 판상 ’ 로써 중단 되 었 다고 보 ㄴ 정당 하 다고 하 ㄴ < br / > "
76947,근로자 ㄴ 수습 기간 사용자 일방적 연장 하 ㄴ < br / > 
194707,"[ 1 ] 구 금융 산업 구조 개선 관하 ㄴ 법률 따르 ㄴ 보험 계약 이전 결정 있 , 당연히 종전 보험 회사 사이 유효 하 게 존속 하 더 ㄴ 모든 보험 계약 이전 대상 되 는지 ( ) 이전 대상 포함 되 는지 기준 < br / > [ 2 ] 계약 이전 결정서 문언 형평 비추 어 보험 계약 인수 금융 기관 이전 대상 포함 되 지 아니하 였 다고 보 ㄴ < br / > "
76679,"임차 목적 물이 화재 파손 되 ㄴ 상태 이르 ㄹ 반환 하 ㄴ , 임대인 목적물 반환 의무 불이행 이유 보증금 반환 채무 거절 하 ㄹ 있 는지 < br / > "
192283,"해상 운송 계약 따르 ㄴ 선하 증권 발행 되 ㄴ , 선하 증권 정 당하 ㄴ 소지인 상법 811 ' 수하인 ' ㄴ지 ( ) 상법 811 선하 증권 소지인 운송인 여 운송 물 ㄴ 양도 담보권 침해 하 ㄴ 불법 행위 따르 ㄴ 손해 배상 책임 묻 적용 되 는지 ( ) < br / > "
197924,"[ 1 ] 구 주택 임대차 보호법 3 저 1 항 정하 ㄴ 대항 갖추 ㄴ 임차인 임대차 보증금 반환 채권 질권 설정 하 고 임대인 이르 ㄹ 승낙 하 ㄴ 임대 주택 양도 되 ㄴ , 임대인 같 3 항 따르 아 임대차 관계 탈퇴 하 여 임대차 보증금 반환 채무 면하 게 되 는지 ( ) < br / > [ 2 ] 고객 약관 내용 충분히 알 고 있 , 사업자 약관 내용 따로 설명 하 ㄹ 의무 있 는지 ( ) 약관 내용 거래상 일반적 고 공통 되 ㄴ 것 어서 설명 하 지 않 아도 충분히 예상 하 ㄹ 있 사항 거나 이미 법령 의하 여 정하 여 지 ㄴ 것 되풀이 하 것 불과 하 ㄴ 마찬가지 ㄴ지 ( ) / 약관 내용 따로 설명 하 ㄹ 필요 없 특별 하 ㄴ 사정 있 다는 점 관하 ㄴ 증명 책임 소재 ( = 사업자 ) < br / > "
92616,자동차 운전 하 사람 운전석 떠나 ㄹ 주의 의무 정 < br / > 
194788,근저당 권 설정 등기 위법 하 게 말소 되 어 부동산 ㄴ 경매 절차 배당 받 지 못하 ㄴ 근저당 권 자의 구제 < br / > 
116130,"[ 1 ] 공사 계약 일반 조건 27 저 1 항 소정 ' 하도급 계약 ' 제조 위탁 수리 위탁 포함 되 는지 ( ) < br / > [ 2 ] 하도급 거래 공 정화 관하 ㄴ 법률 14 , 공사 계약 일반 조건 27 저 1 항 소정 하도급 대금 직불 조항 의하 어 하도급 인의 직접 지급 청구권 되 범위 범위 내의 원 수급 인의 도급인 ㄴ 공사 대금 채권 어 저 3 압류 금지 되 는지 ( ) < br / > "
146815,"[ 1 ] 경매 절차 개시 부동산 가압류 결정 내려지 고 가압류 피 보전 채권 양도 되 어 양수인 배당 표 확정 까지 채권 양수 소명 하 였 음에도 경매 양수인 배당 하 지 않 채 다른 채권자 배당 하 것 배당 표 작성 하 여 그대로 확정 되 ㄴ , 양수인 채권자 상대 부당 이득 반환 하 ㄹ 있 는지 ( ) 양수인 피 보전 채권 양수인 임 소명 하 지 않 아 배당 배제 되 ㄴ 부당 이득 반환 하 ㄹ 있 는지 ( ) < br / > [ 2 ] 부동산 관하 ㄴ 경매 절차 개시 甲 신청 부동산 여 가압류 결정 내려지 고 가압류 채권 乙 거치 어 丙 전전 양도 되 었 는데 , 丙 배당 표 확정 까지 甲 부터 가압류 채권 양수 하 였 음 소명 하 지 않 아 배당 배제 되 ㄴ , 丙 같 경위 배당 배제 되 었 다면 가압류 채권 양수인 으로서 배당 참여 하 였 배당 받 았 배당금 배당 받 다른 채권자 여 부당 이득 반환 하 ㄹ 없다 고 하 ㄴ < br / > "
106164,연대 보증인 동일 하 ㄴ 채무 담보 위하 여 물상 보증 계약 체결 하 ㄴ 보증 책임 범위 담보 부동산 가액 범위 내 제한 되 는지 ( ) < br / > 
193867,"예금자 보호법 31 저 2 항 같 시행령 18 저 6 항 의하 ㄴ 보험금 지급 한도 5,000 만 원 예금자 1 당 지급 한도 정하 ㄴ 것 ㄴ지 ( ) < br / > "
201598,용역 경비 계약 저 3 위하 ㄴ 계약 보 고 저 3 범위 관하 여 해석 하 ㄴ < br / > 
152462,처분 문서 ㄴ 서증 관하 ㄴ 증거 그릇 치 므로 스 어 채 증 법칙 위배 하 ㄴ 위법 있 실례 < br / > 
232495,농지 개혁 법의 적용 대상 되 농지 < br / > 
119293,"퇴직금 지급 방식 단수 제인 회사 누진 제인 회사 흡수 합병 되 ㄴ , 피 합병 회사 근무 기간 ㄴ 퇴직금 산정 기준 < br / > "
103231,아 . 이행 보증 보험 계약 체결 하 ㄴ 보험 사고 발생 기준 < br / > 나 아 . 공사 도급 계약 ㄴ 이행 보증 보험 계약 체결 시의 고지 의무 대상 < br / > 
76884,전국 버스 운송 사업 조합 연합회 전국 버스 운송 사업 조합 연합회 공제 조합 관계 지위 < br / > 
225913,[ 1 ] 소액 사건 관하 여 상고 이유 하 ㄹ 있 ‘ 대법원 판례 상반 되 하 ㄴ ’ 갖추 지 않 았 지만 대법원 실체법 해석 · 적용 잘못 관하 여 하 ㄹ 있 < br / > [ 2 ] 구 유통 산업 발전 법상 대규모 점포 관리자 업무 제외 되 ‘ 구분 소유 관련 되 ㄴ 사항 ’ 상가 건물 업종 제한 내지 변경 업무 ‘ 구분 소유 관련 되 ㄴ 사항 ’ 하 는지 ( ) < br / > 
220297,"[ 1 ] 당사자 사이 계약 해석 둘러싸 고 이견 있 어 당사자 의사 해석 문제 되 , 계약 해석 < br / > [ 2 ] 공사 도급 계약 총액 계약 ㄴ지 단가 계약 ㄴ지 하 기준 < br / > [ 3 ] 甲 주식회사 乙 법인 체결 하 ㄴ 공사 도급 계약 중 일부 이행 하 ㄴ 상태 乙 법인 상대 기성 공사 대금 지급 구하 었 는데 , 공사 도급 계약 총액 계약 단가 계약 중 어떤 계약 보 아 기성 공사 대금 산정 하 여야 하 는지 문제 되 ㄴ , 제반 사정 비추 어 공사 도급 계약 전체 공사 대금 정하 ㄴ 총액 계약 라고 보 ㄹ 여지 있 는데 , 계약서 기재 내용 , 계약 목적과 거래 관행 , 계약 이행 과정 甲 회사 乙 법인 태도 등 제대로 살피 지 않 채 공사 도급 계약 단가 계약 단정 하 ㄴ 다음 이르 ㄹ 전제 기성 공사 대금 산정 하 ㄴ 법리 오해 등 잘못 있 다고 하 ㄴ < br / > "
197615,"내국 법인 해상 운송인 甲 주식회사 내국 법인 ㄴ 乙 주식회사 태국 사우디 아라비아 까지 공사 설비 등 운송 하 기로 하 계약 체결 하 ㄴ 乙 회사 수하인 사우디 아라비아 국 丙 법인 하 선창 내 적재 조건 선하 증권 발행 하 였 고 , 내국 법인 ㄴ 丁 보험 회사 피 보험자 甲 회사 하 고 ‘ 선 창 내 적재 조건 선하 증권 발행 되 었 는데 갑판 적재 되 ㅁ 으로써 화물 손상 발생 하 ㄴ ’ 부보 위험 하 해상 적하 책임 보험 체결 하 였 는데 , 화물 갑판 적재 되 어 운송 되 더 ㄴ 중 일부 화물 멸실 되 거나 손상 되 사고 발생 하 , 丁 회사 상대 주위 적 丙 법인 보험금 직접 지급 하 고 , 예비적 丙 법인 적하 보험 계약 재보험 계약 체결 하 ㄴ 영국 戊 법인 등 丙 법인 직접 청구권 대위 하 여 보험금 지급 구하 ㄴ , 피해 자가 보험자 여 직접 청구권 행사 하 ‘ 보험 계약 따르 ㄴ 준거법 ’ 의하 여야 하 ㄴ다고 하 ㄴ < br / > "
151151,농가 아니 ㄴ ㄴ 농지 분배 구청장 시장 읍 면장 취소 하 ㄹ 있 는가 여 부 < br / > 
73021,아 등기 기한 본 등기 절차 이행 있 어 서의 원인 < br / > 
